2021-09-17 10:58:44,715 logStarting                    - Token [] vn.vnpay.netty.client.NettyClientApplication - Starting NettyClientApplication using Java 1.8.0_261 on DESKTOP-CPQCDS8 with PID 6520 (C:\Users\dell\my-workspace\demo-netty\netty-client\target\classes started by dell in C:\Users\dell\my-workspace\demo-netty) - NettyClientApplication 
2021-09-17 10:58:44,735 logStartupProfileInfo          - Token [] vn.vnpay.netty.client.NettyClientApplication - No active profile set, falling back to default profiles: default - NettyClientApplication 
2021-09-17 10:58:52,602 logStarted                     - Token [] vn.vnpay.netty.client.NettyClientApplication - Started NettyClientApplication in 10.072 seconds (JVM running for 12.844) - NettyClientApplication 
2021-09-17 11:01:55,867 logStarting                    - Token [] vn.vnpay.netty.client.NettyClientApplication - Starting NettyClientApplication using Java 1.8.0_261 on DESKTOP-CPQCDS8 with PID 6372 (C:\Users\dell\my-workspace\demo-netty\netty-client\target\classes started by dell in C:\Users\dell\my-workspace\demo-netty) - NettyClientApplication 
2021-09-17 11:01:55,924 logStartupProfileInfo          - Token [] vn.vnpay.netty.client.NettyClientApplication - No active profile set, falling back to default profiles: default - NettyClientApplication 
2021-09-17 11:02:03,178 logStarted                     - Token [] vn.vnpay.netty.client.NettyClientApplication - Started NettyClientApplication in 8.737 seconds (JVM running for 14.241) - NettyClientApplication 
2021-09-17 11:02:03,684 channelActive                  - Token [] vn.vnpay.netty.client.handler.ClientHandler - Write to channel: 18dbf2fffe0c48d1-000018e4-00000000-27745b7a5cbe60b1-109b2986 message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"f01ba31c-6d84-4e9e-b7e5-6b7beafe364f"} - ClientHandler          
2021-09-17 11:02:05,217 channelRead0                   - Token [] vn.vnpay.netty.client.handler.ClientHandler - Read from channel: 18dbf2fffe0c48d1-000018e4-00000000-27745b7a5cbe60b1-109b2986 message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"f01ba31c-6d84-4e9e-b7e5-6b7beafe364f","channelId":"18dbf2fffe0c48d1-000021e8-00000003-1ae97f5a5cbe60fe-b69aa4b1","state":"SUCCESS"} - ClientHandler          
2021-09-17 11:02:13,184 channelActive                  - Token [] vn.vnpay.netty.client.handler.ClientHandler - Write to channel: 18dbf2fffe0c48d1-000018e4-00000003-143957461cbe0635-0ff4c5c6 message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"3996cc3c-f828-427b-b73f-5c174861ec7e"} - ClientHandler          
2021-09-17 11:02:13,277 channelRead0                   - Token [] vn.vnpay.netty.client.handler.ClientHandler - Read from channel: 18dbf2fffe0c48d1-000018e4-00000003-143957461cbe0635-0ff4c5c6 message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"3996cc3c-f828-427b-b73f-5c174861ec7e","channelId":"18dbf2fffe0c48d1-000021e8-00000004-2bf00e461cbe063e-d48cafe1","state":"SUCCESS"} - ClientHandler          
2021-09-17 11:02:23,174 channelActive                  - Token [] vn.vnpay.netty.client.handler.ClientHandler - Write to channel: 18dbf2fffe0c48d1-000018e4-00000004-0bfd2073acbe2d46-90bbe603 message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"0b0586fd-6652-4a1c-a3b4-6599fbe2dfb7"} - ClientHandler          
2021-09-17 11:02:23,310 channelRead0                   - Token [] vn.vnpay.netty.client.handler.ClientHandler - Read from channel: 18dbf2fffe0c48d1-000018e4-00000004-0bfd2073acbe2d46-90bbe603 message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"0b0586fd-6652-4a1c-a3b4-6599fbe2dfb7","channelId":"18dbf2fffe0c48d1-000021e8-00000005-3e053e73acbe2d46-8c9918c7","state":"SUCCESS"} - ClientHandler          
2021-09-17 11:02:33,197 channelActive                  - Token [] vn.vnpay.netty.client.handler.ClientHandler - Write to channel: 18dbf2fffe0c48d1-000018e4-00000005-10146eddccbed46d-d260f68b message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"3960367c-7eb5-4ebd-8f94-3425b043f0a9"} - ClientHandler          
2021-09-17 11:02:33,299 channelRead0                   - Token [] vn.vnpay.netty.client.handler.ClientHandler - Read from channel: 18dbf2fffe0c48d1-000018e4-00000005-10146eddccbed46d-d260f68b message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"3960367c-7eb5-4ebd-8f94-3425b043f0a9","channelId":"18dbf2fffe0c48d1-000021e8-00000006-0695931dccbed46d-754f8aed","state":"SUCCESS"} - ClientHandler          
2021-09-17 11:02:43,179 channelActive                  - Token [] vn.vnpay.netty.client.handler.ClientHandler - Write to channel: 18dbf2fffe0c48d1-000018e4-00000006-0aa1ba668cbefb6b-0b93c5fc message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"0fda6f94-1946-4320-a7d0-dd05ebdf7fba"} - ClientHandler          
2021-09-17 11:02:43,312 channelRead0                   - Token [] vn.vnpay.netty.client.handler.ClientHandler - Read from channel: 18dbf2fffe0c48d1-000018e4-00000006-0aa1ba668cbefb6b-0b93c5fc message: {"payment":{"tokenKey":"1601353776839FT19310RH6P2","apiID":"restPayment","mobile":"0345225630","bankCode":"VNPAY","accountNo":"0001100014211002","payDate":"20200911112923","additionalData":"","debitAmount":11200,"respCode":"00","respDesc":"SUCCESS","traceTransfer":"FT19310RH6P1","messageType":"1","checkSum":"18b42dc90b1a9a3121ba71474c7002280b0a596941a6df06d18ad53ca147c93d","orderCode":"FT19310RH6P1","userName":"cntest001","realAmount":"11100","promotionCode":"   123 ","addValue":"{\"payMethod\":\"01\",\"payMethodMMS\":1}"},"requestId":"0fda6f94-1946-4320-a7d0-dd05ebdf7fba","channelId":"18dbf2fffe0c48d1-000021e8-00000007-2b873e668cbefb6b-ca91cfff","state":"SUCCESS"} - ClientHandler          
